municipio;estado;url_diario_eletronico
Santa Maria do Pará;PA;http://tcm.ioepa.com.br/diarios/
Sertãozinho;PB;http://pb.portaldatransparencia.com.br/prefeitura/sertaozinho/
Santana do Araguaia;PA;https://diariooficial.pmsaraguaia.pa.gov.br/
Sobrado;PB;https://camarasobrado.pb.gov.br/portal/publicacoes/diario-eletronico
Santarém;PA;http://tcm.ioepa.com.br/diarios/
Sossêgo;PB;https://publicacao.tce.pb.gov.br/
Santarém Novo;PA;http://tcm.ioepa.com.br/diarios/
Tenório;PB;https://tenorio.pb.gov.br/
Santo Antônio do Tauá;PA;http://tcm.ioepa.com.br/diarios/
Vieirópolis;PB;https://vieiropolis.pb.gov.br/
São Caetano de Odivelas;PA;http://tcm.ioepa.com.br/diarios/
Zabelê;PB;https://zabele.pb.gov.br/
São Domingos do Capim;PA;http://tcm.ioepa.com.br/diarios/
Araçoiaba;PE;https://dosp.com.br/
São Félix do Xingu;PA;http://tcm.ioepa.com.br/diarios/
Casinhas;PE;http://www.pe.portaldatransparencia.com.br/prefeitura/casinhas/
São Francisco do Pará;PA;http://tcm.ioepa.com.br/diarios/
Jaqueira;PE;http://pe.portaldatransparencia.com.br/prefeitura/jaqueira/
São João do Araguaia;PA;https://www.saojoaodoaraguaia.pa.leg.br/
Jatobá;PE;https://transparencia.systemainformatica.com.br/entidade/jatoba/
São Miguel do Guamá;PA;https://saomigueldoguama.pa.gov.br/
Lagoa Grande;PE;https://lagoagrande.pe.gov.br/
São Sebastião da Boa Vista;PA;https://pmssbv.pa.gov.br/
Manari;PE;http://pe.portaldatransparencia.com.br/prefeitura/manari/
Senador José Porfírio;PA;http://tcm.ioepa.com.br/diarios/
Soure;PA;https://soure.pa.gov.br/
Tamandaré;PE;http://pe.portaldatransparencia.com.br/prefeitura/tamandare/
Tomé-Açu;PA;http://tcm.ioepa.com.br/diarios/
Campestre;AL;https://www.campestre.al.gov.br/
Tucuruí;PA;http://tcm.ioepa.com.br/diarios/
Jequiá da Praia;AL;https://jequiadapraia.al.gov.br/
Vigia;PA;http://tcm.ioepa.com.br/diarios/
Alto Caparaó;MG;https://cmaltocaparao.mg.gov.br/
Viseu;PA;http://www.viseu.pa.gov.br/
Angelândia;MG;https://www.angelandia.mg.gov.br/
Aricanduva;MG;https://aricanduva.mg.gov.br/
Rio Maria;PA;http://tcm.ioepa.com.br/diarios/
Berizal;MG;https://berizal.mg.gov.br/
Xinguara;PA;https://pa.portaldatransparencia.com.br/prefeitura/xinguara/
Bonito de Minas;MG;https://camarabonitodeminas.mg.gov.br/
Rondon do Pará;PA;http://tcm.ioepa.com.br/diarios/
Brasilândia de Minas;MG;https://www.brasilandiademinas.mg.gov.br/
Bom Jesus do Tocantins;PA;http://tcm.ioepa.com.br/diarios/
Brejo Grande do Araguaia;PA;http://tcm.ioepa.com.br/diarios/
Cabeceira Grande;MG;https://www.cabeceiragrande.mg.gov.br/
Concórdia do Pará;PA;http://tcm.ioepa.com.br/diarios/
Campo Azul;MG;https://campoazul.mg.gov.br/
Curionópolis;PA;http://tcm.ioepa.com.br/diarios/
Cantagalo;MG;https://www.cantagalo.mg.gov.br/
Dom Eliseu;PA;https://pa.portaldatransparencia.com.br/prefeitura/domeliseu/
Catas Altas;MG;https://camaracatasaltasdanoruega.mg.gov.br/
Garrafão do Norte;PA;https://www.garrafaodonorte.pa.gov.br/
Catuti;MG;https://catuti.mg.gov.br/
Mãe do Rio;PA;https://bkcmmaedorio.cr2.net.br/
Chapada Gaúcha;MG;https://mg.portaldatransparencia.com.br/prefeitura/chapadagaucha/
Medicilândia;PA;http://tcm.ioepa.com.br/diarios/
Cônego Marinho;MG;https://www.conegomarinho.mg.gov.br/
Ourilândia do Norte;PA;https://ourilandia.pa.gov.br/
Confins;MG;https://www.confins.mg.gov.br/
Pacajá;PA;http://tcm.ioepa.com.br/diarios/
Córrego Fundo;MG;https://corregofundo.mg.gov.br/
Parauapebas;PA;https://parauapebas.pa.gov.br/
Crisólita;MG;https://crisolita.mg.gov.br/
Rurópolis;PA;http://tcm.ioepa.com.br/diarios/
Cuparaque;MG;https://www.camaracuparaque.mg.gov.br/
Santa Maria das Barreiras;PA;http://tcm.ioepa.com.br/diarios/
Curral de Dentro;MG;https://curraldedentro.mg.gov.br/
Amapá;AP;https://editor.amapa.gov.br/
Delta;MG;https://delta.mg.gov.br/
Calçoene;AP;https://editor.amapa.gov.br/
Divisa Alegre;MG;https://camaracalcoene.ap.gov.br/
Macapá;AP;https://www.macapa.ap.leg.br/
Dom Bosco;MG;https://www.dombosco.mg.gov.br/
Mazagão;AP;https://editor.amapa.gov.br/
Franciscópolis;MG;https://www.franciscopolis.mg.gov.br/
Oiapoque;AP;http://ap.portaldatransparencia.com.br/prefeitura/oiapoque/
Frei Lagonegro;MG;https://freilagonegro.mg.gov.br/
Ferreira Gomes;AP;http://www.ferreiragomes.ap.gov.br/diarios
Fruta de Leite;MG;https://frutadeleite.mg.gov.br/
Laranjal do Jari;AP;http://ap.portaldatransparencia.com.br/prefeitura/laranjaldojari/
Gameleiras;MG;https://www.gameleiras.mg.gov.br/
Santana;AP;https://editor.amapa.gov.br/
Glaucilândia;MG;https://glaucilandia.mg.gov.br/
Tartarugalzinho;AP;http://ap.portaldatransparencia.com.br/prefeitura/tartarugalzinho/
Goiabeira;MG;https://www.goiabeira.mg.gov.br/
São Geraldo do Araguaia;PA;http://tcm.ioepa.com.br/diarios/
Goianá;MG;https://goiana.mg.gov.br/
Ipixuna do Pará;PA;http://tcm.ioepa.com.br/diarios/
Guaraciama;MG;https://www.guaraciama.mg.gov.br/
Ulianópolis;PA;http://tcm.ioepa.com.br/diarios/
Ibiracatu;MG;https://www.ibiracatu.mg.gov.br/
Breu Branco;PA;http://tcm.ioepa.com.br/diarios/
Imbé de Minas;MG;https://cmimbedeminas.mg.gov.br/
Goianésia do Pará;PA;http://tcm.ioepa.com.br/diarios/
Indaiabira;MG;https://indaiabira.mg.gov.br/
Novo Repartimento;PA;http://tcm.ioepa.com.br/diarios/
Japonvar;MG;https://japonvar.mg.gov.br/
Jacareacanga;PA;http://tcm.ioepa.com.br/diarios/
Jenipapo de Minas;MG;https://jenipapodeminas.mg.gov.br/
Novo Progresso;PA;https://novoprogresso.pa.gov.br/
José Gonçalves de Minas;MG;https://josegoncalvesdeminas.mg.gov.br/
Trairão;PA;http://tcm.ioepa.com.br/diarios/
José Raydan;MG;https://joseraydan.mg.gov.br/
Terra Santa;PA;http://tcm.ioepa.com.br/diarios/
Josenópolis;MG;https://mg.portaldatransparencia.com.br/prefeitura/josenopolis/
Brasil Novo;PA;https://brasilnovo.pa.gov.br/
Juvenília;MG;https://juvenilia.mg.gov.br/
Vitória do Xingu;PA;https://vitoriadoxingu.pa.gov.br/
Leme do Prado;MG;https://lemedoprado.mg.gov.br/
Acrelândia;AC;https://agencia.ac.gov.br/diario-oficial/
Luisburgo;MG;https://www.luisburgo.mg.gov.br/
Bujari;AC;https://agencia.ac.gov.br/diario-oficial/
Luislândia;MG;https://luislandia.mg.gov.br/
Capixaba;AC;https://ac.portaldatransparencia.com.br/prefeitura/capixaba/
Mário Campos;MG;https://www.mariocampos.mg.gov.br/
Porto Acre;AC;https://portoacre.ac.gov.br/
Martins Soares;MG;https://martinsoares.mg.gov.br/
Epitaciolândia;AC;https://agencia.ac.gov.br/diario-oficial/
Miravânia;MG;https://miravania.mg.gov.br/
Jordão;AC;https://agencia.ac.gov.br/diario-oficial/
Monte Formoso;MG;https://monteformoso.mg.gov.br/
Marechal Thaumaturgo;AC;https://agencia.ac.gov.br/diario-oficial/
Naque;MG;https://www.naque.mg.gov.br/
Porto Walter;AC;https://agencia.ac.gov.br/diario-oficial/
Natalândia;MG;https://natalandia.mg.gov.br/
Rodrigues Alves;AC;https://agencia.ac.gov.br/diario-oficial/
Ninheira;MG;https://www.pmninheira.plenussistemas.com.br/
Santa Rosa do Purus;AC;https://agencia.ac.gov.br/diario-oficial/
Nova Belém;MG;https://novabelem.mg.gov.br/
Pedra Branca do Amapari;AP;https://amapari.ap.gov.br/
Nova Porteirinha;MG;https://novaporteirinha.mg.gov.br/
Serra do Navio;AP;https://serradonavio.ap.gov.br/
Novo Oriente de Minas;MG;https://novoorientedeminas.mg.gov.br/
Cutias;AP;https://cutias.ap.gov.br/
Novorizonte;MG;https://mg.portaldatransparencia.com.br/prefeitura/novorizonte/
Itaubal;AP;https://itaubal.ap.gov.br/
Olhos-d'Água;MG;https://www.olhosdagua.mg.gov.br/
Porto Grande;AP;https://portogrande.ap.gov.br/
Oratórios;MG;https://www.oratorios.mg.gov.br/
Pracuúba;AP;https://pracuuba.ap.gov.br/
Orizânia;MG;https://orizania.mg.gov.br/
Padre Carvalho;MG;https://padrecarvalho.mg.gov.br/
Pai Pedro;MG;https://www.paipedro.mg.gov.br/
Campo Novo de Rondônia;RO;https://camponovo.ro.gov.br/
Patis;MG;https://patis.mg.gov.br/
Pedra Bonita;MG;https://pedrabonita.mg.gov.br/
Periquito;MG;https://www.periquito.mg.gov.br/
Monte Negro;RO;http://transparencia.montenegro.ro.gov.br/
Piedade de Caratinga;MG;https://cmpiedadedecaratinga.mg.gov.br/
Rio Crespo;RO;https://riocrespo.ro.gov.br/
Pingo-d'Água;MG;https://www.pingodagua.mg.gov.br/
Pintópolis;MG;https://pintopolis.mg.gov.br/
Ponto Chique;MG;https://www.pontochique.mg.gov.br/
Ponto dos Volantes;MG;https://www.pontodosvolantes.mg.gov.br/
Ministro Andreazza;RO;https://www.ministroandreazza.ro.gov.br/
Reduto;MG;https://reduto.mg.gov.br/
Mirante da Serra;RO;https://transparencia.camara.mirantedaserra.ro.gov.br/
Rosário da Limeira;MG;https://rosariodalimeira.mg.gov.br/
Seringueiras;RO;https://seringueiras.ro.gov.br/
Santa Bárbara do Monte Verde;MG;https://santabarbaradomonteverde.mg.gov.br/
Afonso Cunha;MA;https://www.afonsocunha.ma.gov.br/
Santa Cruz de Minas;MG;https://santacruzdeminas.mg.gov.br/
Alcântara;MA;https://cmalcantara.ma.gov.br/
Santa Cruz de Salinas;MG;https://santacruzdesalinas.mg.gov.br/
Aldeias Altas;MA;https://www.transparencia.cmaldeiasaltas.ma.gov.br/
Santa Helena de Minas;MG;https://www.santahelenademinas.mg.gov.br/
Altamira do Maranhão;MA;https://transparencia.altamira.ma.gov.br/
Santo Antônio do Retiro;MG;https://santoantoniodoretiro.mg.gov.br/
Alto Parnaíba;MA;https://altoparnaiba.ma.gov.br/
São Domingos das Dores;MG;https://saodomingosdasdores.mg.gov.br/
Amarante do Maranhão;MA;https://www.amarante.ma.gov.br/
São Félix de Minas;MG;https://saofelixdeminas.mg.gov.br/
São Geraldo do Baixio;MG;https://saogeraldodobaixio.mg.gov.br/
Anapurus;MA;https://anapurus.ma.gov.br/
Araioses;MA;https://dom.araioses.ma.gov.br/
São João das Missões;MG;https://saojoaodasmissoes.mg.gov.br/
Arari;MA;https://arari.ma.gov.br/
São João do Pacuí;MG;https://www.saojoaodopacui.mg.gov.br/
Axixá;MA;https://axixa.ma.gov.br/
São Joaquim de Bicas;MG;https://www.saojoaquimdebicas.mg.gov.br/
São José da Barra;MG;https://www.saojosedabarra.mg.leg.br/
São Sebastião da Vargem Alegre;MG;https://saosebastiaodavargemalegre.mg.gov.br/
Balsas;MA;https://balsas.ma.gov.br/
São Sebastião do Anta;MG;https://cmsaosebastiaodoanta.mg.gov.br/
Barão de Grajaú;MA;https://www.baraodegrajau.ma.gov.br/
Sarzedo;MG;https://www.sarzedo.mg.gov.br/
Barra do Corda;MA;https://dom.barradocorda.ma.gov.br/
Setubinha;MG;https://setubinha.mg.gov.br/
Barreirinhas;MA;https://transparencia.barreirinhas.ma.gov.br/
Sem-Peixe;MG;https://sempeixe.mg.gov.br/do
Benedito Leite;MA;https://beneditoleite.ma.gov.br/
Serranópolis de Minas;MG;https://serranopolisdeminas.mg.gov.br/
Bequimão;MA;https://www.transparencia.bequimao.ma.gov.br/
Taparuba;MG;https://www.camarataparuba.mg.gov.br/
Brejo;MA;https://brejo.ma.gov.br/
Tocos do Moji;MG;https://tocosdomoji.mg.gov.br/do
Buriti;MA;https://www.buriti.ma.leg.br/
União de Minas;MG;https://uniaodeminas.mg.gov.br/
Buriti Bravo;MA;https://buritibravo.ma.gov.br/
Uruana de Minas;MG;https://uruanademinas.mg.gov.br/
Cajapió;MA;https://cajapio.ma.gov.br/
Vargem Alegre;MG;https://cmva.mg.gov.br/
Cajari;MA;https://www.cmcajari.ma.gov.br/diario-oficial
Vargem Grande do Rio Pardo;MG;https://vargemgrandedoriopardo.mg.gov.br/
Cândido Mendes;MA;https://transparencia.candidomendes.ma.gov.br/
Varjão de Minas;MG;https://varjaodeminas.mg.leg.br/
Cantanhede;MA;https://www.cantanhede.ma.gov.br/diariooficial.php
Verdelândia;MG;https://verdelandia.mg.gov.br/
Carolina;MA;https://carolina.ma.gov.br/
Veredinha;MG;https://veredinha.mg.gov.br/
Carutapera;MA;https://www.carutapera.ma.gov.br/
Vermelho Novo;MG;https://www.vermelhonovo.mg.gov.br/
Caxias;MA;https://caxias.ma.gov.br/
Brejetuba;ES;https://es.portaldatransparencia.com.br/prefeitura/brejetuba/
Cedral;MA;https://www.cedral.ma.gov.br/
Marataízes;ES;https://www.marataizes.es.gov.br/
Chapadinha;MA;https://chapadinha.ma.gov.br/
Ponto Belo;ES;https://diario.tcees.tc.br/
São Roque do Canaã;ES;https://www.saoroquedocanaa.es.gov.br/
Coelho Neto;MA;https://dom.coelhoneto.ma.gov.br/
Sooretama;ES;https://www.sooretama.es.gov.br/
Colinas;MA;https://ma.portaldatransparencia.com.br/prefeitura/colinas/
Vila Valério;ES;https://diario.tcees.tc.br/
Armação dos Búzios;RJ;https://portal.buzios.rj.gov.br/
Cururupu;MA;https://transparencia.cururupu.ma.gov.br/
Carapebus;RJ;https://carapebus.rj.gov.br/
Dom Pedro;MA;https://dompedro.ma.gov.br/
Iguaba Grande;RJ;https://iguaba.rj.gov.br/
Duque Bacelar;MA;https://www.duquebacelar.ma.gov.br/
Macuco;RJ;https://prefeituramacuco.rj.gov.br/
Esperantinópolis;MA;https://esperantinopolis.ma.gov.br/
Pinheiral;RJ;https://pinheiral.rj.gov.br/
Fortaleza dos Nogueiras;MA;https://www.fortalezadosnogueiras.ma.gov.br/diario-oficial
Porto Real;RJ;https://portoreal.rj.gov.br/
Fortuna;MA;https://fortuna.ma.gov.br/
São Francisco de Itabapoana;RJ;https://www.pmsfi.rj.gov.br/
Godofredo Viana;MA;https://godofredoviana.ma.gov.br/
São José de Ubá;RJ;https://saojosedeuba.rj.gov.br/
Gonçalves Dias;MA;https://cmgoncalvesdias.ma.gov.br/
Seropédica;RJ;https://seropedica.rj.gov.br/
Governador Archer;MA;https://transparencia.governadorarcher.ma.gov.br/
Governador Eugênio Barros;MA;https://governadorerugeniobarros.ma.gov.br/
Arco-Íris;SP;https://www.arcoiris.sp.gov.br/
Graça Aranha;MA;https://cmgracaaranha.ma.gov.br/
Brejo Alegre;SP;https://www.brejoalegre.sp.gov.br/
Grajaú;MA;https://grajau.ma.gov.br/
Canas;SP;https://www.canas.sp.gov.br/
Guimarães;MA;https://www.guimaraes.diariooficial.app.br/
Fernão;SP;http://www.fernao.sp.gov.br/
Humberto de Campos;MA;https://transparencia.humbertodecampos.ma.gov.br/
Gavião Peixoto;SP;http://diario.gaviaopeixoto.sp.gov.br/
Icatu;MA;https://www.icatu.ma.gov.br/
Ipiguá;SP;https://www.ipigua.sp.gov.br/
Igarapé Grande;MA;https://transparencia.igarapegrande.ma.gov.br/
Jumirim;SP;http://www.jumirim.sp.gov.br/
Imperatriz;MA;https://diariooficial.imperatriz.ma.gov.br/
Nantes;SP;https://nantes.sp.gov.br/
São Luís Gonzaga do Maranhão;MA;https://www.saoluisgonzaga.ma.gov.br/diario
Nova Castilho;SP;https://cmnovacastilho.sp.gov.br/
Itapecuru Mirim;MA;https://itapecurumirim.ma.gov.br/
Ouroeste;SP;https://www.ouroeste.sp.gov.br/
João Lisboa;MA;https://www.joaolisboa.ma.gov.br/diario-oficial
Paulistânia;SP;http://www.paulistania.sp.gov.br/diario-oficial-eletronico
Joselândia;MA;https://joselandia.ma.gov.br/
Pracinha;SP;https://www.pracinha.sp.gov.br/
Lago da Pedra;MA;https://www.lagodapedra.ma.gov.br/
Lago do Junco;MA;https://transparencia.lagodojunco.ma.gov.br/
Quadra;SP;http://diario.quadra.sp.gov.br/
Lago Verde;MA;https://lagoverde.ma.gov.br/
Ribeirão dos Índios;SP;https://www.ribeiraodosindios.sp.gov.br/
Lima Campos;MA;https://cmlimacampos.ma.gov.br/
Santa Cruz da Esperança;SP;https://www.santacruzdaesperanca.sp.gov.br/
Loreto;MA;https://www.diariooficial.cmloreto.ma.gov.br/
Santa Salete;SP;https://www.santasalete.sp.gov.br/
Luís Domingues;MA;https://www.transparencia.luisdomingues.ma.gov.br/testediario/index2
Magalhães de Almeida;MA;https://dom.magalhaesdealmeida.ma.gov.br/
Trabiju;SP;https://trabiju.sp.gov.br/
Mata Roma;MA;https://transparencia.mataroma.ma.gov.br/
Vitória Brasil;SP;https://www.vitoriabrasil.sp.gov.br/
Matinha;MA;https://www.matinha.ma.gov.br/
Arapuã;PR;https://www.domunicipios.com.br/pmarapua/
Matões;MA;https://matoes.ma.gov.br/
Ariranha do Ivaí;PR;https://www.ariranhadoivai.pr.gov.br/diariooficial/
Mirador;MA;https://www.mirador.ma.gov.br/
Bela Vista da Caroba;PR;https://www.belavistadacaroba.pr.gov.br/
Mirinzal;MA;https://transparencia.mirinzal.ma.gov.br/
Boa Ventura de São Roque;PR;https://www.boaventura.pr.gov.br/
Monção;MA;https://www.moncao.ma.gov.br/
Bom Jesus do Sul;PR;https://www.bomjesusdosul.pr.gov.br/
Montes Altos;MA;https://www.montesaltos.ma.gov.br/edicoes
Campina do Simão;PR;https://www.campinadosimao.pr.gov.br/
Morros;MA;https://www.morros.ma.gov.br/diario-oficial-eletronico
Campo Magro;PR;https://www.campomagro.pr.gov.br/
Nina Rodrigues;MA;https://www.diariooficial.ninarodrigues.ma.gov.br/
Carambeí;PR;https://www.carambei.pr.gov.br/
Nova Iorque;MA;https://novaiorque.ma.gov.br/
Coronel Domingos Soares;PR;http://pr.portaldatransparencia.com.br/prefeitura/coroneldomingossoares/
Olho d'Água das Cunhãs;MA;http://governotransparente.com.br/22889490
Cruzmaltina;PR;https://www.cruzmaltina.pr.gov.br/diariooficial/
Paço do Lumiar;MA;https://pacodolumiar.ma.gov.br/
Esperança Nova;PR;https://www.esperancanova.pr.gov.br/
Palmeirândia;MA;https://transparencia.palmeirandia.ma.gov.br/
Espigão Alto do Iguaçu;PR;https://espigaoaltodoiguacu.pr.gov.br/
Paraibano;MA;https://paraibano.ma.gov.br/
Fernandes Pinheiro;PR;https://www.fernandespinheiro.pr.gov.br/
Parnarama;MA;http://parnarama.ma.leg.br/
Foz do Jordão;PR;https://fozdojordao.pr.gov.br/
Passagem Franca;MA;https://www.passagemfranca.ma.gov.br/
Goioxim;PR;https://www.goioxim.pr.gov.br/
Pastos Bons;MA;https://www.pastosbons.ma.gov.br/
Guamiranga;PR;https://www.guamiranga.pr.gov.br/
Pedreiras;MA;https://www.pedreiras.ma.gov.br/diariooficial.php
Imbaú;PR;https://imbau.eloweb.net/portaltransparencia/1/
Penalva;MA;https://www.cmpenalva.ma.gov.br/diario-oficial
Manfrinópolis;PR;https://manfrinopolis.pr.gov.br/
Peri Mirim;MA;https://perimirim.ma.gov.br/
Marquinho;PR;http://www2.marquinho.pr.gov.br/
Pindaré-Mirim;MA;https://www.pindaremirim.ma.gov.br/
Perobal;PR;https://www.perobal.pr.gov.br/
Pinheiro;MA;https://diariooficial.pinheiro.ma.gov.br/
Pontal do Paraná;PR;https://www.pontaldoparana.pr.gov.br/
Pio XII;MA;https://ma.portaldatransparencia.com.br/prefeitura/pioxii/
Porto Barreiro;PR;https://www.portobarreiro.pr.gov.br/
Pirapemas;MA;https://www.pirapemas.ma.gov.br/
Prado Ferreira;PR;https://www.pradoferreira.pr.gov.br/
Poção de Pedras;MA;https://transparencia.cmpocaodepedras.ma.gov.br/
Quarto Centenário;PR;https://www.quartocentenario.pr.gov.br/
Porto Franco;MA;https://www.portofranco.ma.gov.br/diario-oficial
Reserva do Iguaçu;PR;https://www.reservadoiguacu.pr.gov.br/
Presidente Dutra;MA;https://www.presidentedutra.ma.gov.br/
Rio Branco do Ivaí;PR;https://www.riobrancodoivai.pr.gov.br/
Presidente Juscelino;MA;https://www.cmpresidentejuscelino.ma.gov.br/diario-oficial
Serranópolis do Iguaçu;PR;https://www.serranopolis.pr.gov.br/
Presidente Vargas;MA;https://www.presidentevargas.ma.gov.br/
Tamarana;PR;https://tamarana.pr.gov.br/
Primeira Cruz;MA;https://www.primeiracruz.ma.gov.br/
Alto Bela Vista;SC;https://servicos.altobelavista.sc.gov.br/
Riachão;MA;https://www.portal.riachao.ma.gov.br/
Balneário Arroio do Silva;SC;https://arroiodosilva.sc.gov.br/
São José de Ribamar;MA;https://www.saojosederibamar.ma.gov.br/
Balneário Gaivota;SC;https://www.balneariogaivota.sc.gov.br/
Rosário;MA;https://transparencia.rosario.ma.gov.br/
Bandeirante;SC;https://bandeirante.sc.gov.br/
Sambaíba;MA;https://www.sambaiba.ma.gov.br/
Barra Bonita;SC;https://barrabonita.sc.gov.br/
Santa Helena;MA;https://santahelena.ma.gov.br/
Bela Vista do Toldo;SC;https://www.pmbvt.sc.gov.br/
Santa Luzia;MA;https://santaluzia.ma.gov.br/diario-oficial
Bocaina do Sul;SC;https://bocainadosul.sc.gov.br/
Santa Quitéria do Maranhão;MA;https://santaquiteria.ma.gov.br/transparencia/expediente/
Santa Rita;MA;https://transparencia.santarita.ma.gov.br/
Bom Jesus do Oeste;SC;https://bomjesusdooeste.sc.gov.br/
Brunópolis;SC;https://brunopolis.sc.gov.br/
São Benedito do Rio Preto;MA;https://saobeneditodoriopreto.ma.gov.br/
Capão Alto;SC;https://capaoalto.sc.gov.br/
São Bento;MA;https://transparencia.saobento.ma.gov.br/
Chapadão do Lageado;SC;https://chapadãodolageado.sc.gov.br/
São Bernardo;MA;https://saobernardo.ma.gov.br/dom/
Cunhataí;SC;https://cunhatai.sc.gov.br/
São Domingos do Maranhão;MA;https://www.cmsaodomingos.ma.gov.br/
Entre Rios;SC;https://entrerios.sc.gov.br/
São Félix de Balsas;MA;https://www.saofelixdebalsas.ma.gov.br/
Ermo;SC;https://ermo.sc.gov.br/
São Francisco do Maranhão;MA;https://saofranciscodomaranhao.ma.gov.br/
Flor do Sertão;SC;https://flordosertao.sc.gov.br/
São João Batista;MA;https://saojoaobatista.ma.gov.br/
Frei Rogério;SC;https://freirogerio.sc.gov.br/
São João dos Patos;MA;https://www.cmsaojoaodospatos.ma.gov.br/diario-oficial
Ibiam;SC;https://ibiam.sc.gov.br/
São Luís;MA;https://diariooficial.saoluis.ma.gov.br/
Iomerê;SC;https://iomere.sc.gov.br/
São Mateus do Maranhão;MA;https://saomateusdomaranhao.ma.gov.br/
Jupiá;SC;https://jupia.sc.gov.br/
São Raimundo das Mangabeiras;MA;https://saoraimundodasmangabeiras.ma.gov.br/transparencia/dados-abertos
Luzerna;SC;https://luzerna.sc.gov.br/
São Vicente Ferrer;MA;https://transparencia.saovicenteferrer.ma.gov.br/
Paial;SC;https://paial.sc.gov.br/
Sítio Novo;MA;https://www.sitionovo.ma.gov.br/diario-oficial
Painel;SC;https://www.camarapainel.sc.gov.br/
Sucupira do Norte;MA;https://sucupiradonorte.ma.gov.br/
Palmeira;SC;https://palmeira.sc.gov.br/
Tasso Fragoso;MA;https://tassofragoso.ma.gov.br/diario-oficial
Princesa;SC;https://princesa.sc.gov.br/
Timbiras;MA;https://timbiras.ma.gov.br/
Saltinho;SC;https://saltinho.sc.gov.br/
Timon;MA;https://www.timon.ma.gov.br/diario-oficial/
Santa Terezinha do Progresso;SC;https://santaterezinhadoprogresso.sc.gov.br/
Tuntum;MA;https://tuntum.ma.gov.br/
Santiago do Sul;SC;https://santiagodosul.sc.gov.br/
Turiaçu;MA;https://turiacu.ma.gov.br/
São Bernardino;SC;https://saobernardino.sc.gov.br/
Tutóia;MA;https://tutoia.ma.gov.br/diariooficial/
São Pedro de Alcântara;SC;https://saopedrodealcantara.sc.gov.br/
Urbano Santos;MA;https://urbanosantos.ma.gov.br/
Tigrinhos;SC;https://tigrinhos.sc.gov.br/
Vargem Grande;MA;https://www.vargemgrande.ma.gov.br/diariooficial.php
Treviso;SC;https://treviso.sc.gov.br/
Viana;MA;https://www.cmviana.ma.gov.br/diario-oficial
Zortéa;SC;https://www.zortea.sc.leg.br/
Vitória do Mearim;MA;https://www.vitoriadomearim.ma.gov.br/
Araricá;RS;https://ararica.rs.gov.br/
Vitorino Freire;MA;https://vitorinofreire.ma.gov.br/
Balneário Pinhal;RS;https://balneariopinhal.rs.gov.br/
Bom Jardim;MA;https://www.bomjardim.ma.gov.br/
Barra do Quaraí;RS;https://barradoquarai.rs.gov.br/
Santa Inês;MA;https://santaines.ma.gov.br/
Benjamin Constant do Sul;RS;https://benjaminconstantdosul.rs.gov.br/
Paulo Ramos;MA;https://pauloramos.ma.gov.br/
Boa Vista do Sul;RS;https://boavistadosul.rs.gov.br/
Açailândia;MA;https://www.cmacailandia.ma.gov.br/diario-oficial
Capivari do Sul;RS;https://capivaridosul.rs.gov.br/
Estreito;MA;https://www.cmestreito.ma.gov.br/diario-oficial
Caraá;RS;https://caraa.rs.gov.br/diario-oficial/
Careiro da Várzea;AM;https://careirodavarzea.am.gov.br/
Guajará;AM;https://guajara.am.gov.br/
Chuí;RS;https://chui.rs.gov.br/
Apuí;AM;https://www.apui.am.leg.br/
Chuvisca;RS;https://chuvisca.rs.gov.br/
Teotônio Vilela;AL;https://www.municipioonline.com.br/al/prefeitura/teotoniovilela/cidadao/diariooficial
Cristal do Sul;RS;https://cristaldosul.rs.gov.br/
Forquilhinha;SC;https://forquilhinha.sc.gov.br/
Dilermando de Aguiar;RS;https://camaradilermandodeaguiar.rs.gov.br/
Theobroma;RO;https://theobroma.ro.gov.br/
Dom Pedro de Alcântara;RS;https://dompedrodealcantara.rs.gov.br/
Urupá;RO;https://urupa.ro.gov.br/
Doutor Ricardo;RS;https://doutorricardo.rs.leg.br/
Vale do Paraíso;RO;https://valedoparaiso.ro.gov.br/
Esperança do Sul;RS;https://esperancadosul.rs.gov.br/
Corumbiara;RO;https://corumbiara.ro.gov.br/
Estrela Velha;RS;https://estrelavelha.doeletronico.com.br/
Catunda;CE;https://catunda.ce.gov.br/
Fazenda Vilanova;RS;https://fazendavilanova.rs.gov.br/
Jijoca de Jericoacoara;CE;https://jijocadejericoacoara.ce.gov.br/
Floriano Peixoto;RS;https://www.florianopeixoto.rs.gov.br/
Fortim;CE;https://fortim.ce.gov.br/
Herveiras;RS;https://www.herveiras.rs.gov.br/
Ararendá;CE;https://ararenda.ce.gov.br/
Itaara;RS;https://www.itaara.rs.leg.br/
Itaitinga;CE;http://ce.portaldatransparencia.com.br/prefeitura/itaitinga/
Jari;RS;https://www.jari.rs.gov.br/
Choró;CE;https://choro.ce.gov.br/
Maçambará;RS;https://www.camaramacambara.rs.gov.br/
Coivaras;PI;https://coivaras.pi.gov.br/
Mampituba;RS;https://mampituba.rs.gov.br/
Jardim do Mulato;PI;https://jardimdomulato.pi.gov.br/
Marques de Souza;RS;https://marquesdesouza.rs.gov.br/
Lagoa Alegre;PI;https://lagoaalegre.pi.gov.br/
Monte Alegre dos Campos;RS;https://montealegredoscampos.rs.gov.br/
Agricolândia;PI;https://agricolandia.pi.gov.br/
