municipio;estado;url_diario_eletronico
Aratiba;RS;
Arroio do Meio;RS;
Arroio dos Ratos;RS;
Arroio do Tigre;RS;
Arroio Grande;RS;
Arvorezinha;RS;
Augusto Pestana;RS;
Bagé;RS;
Barão de Cotegipe;RS;
Barracão;RS;
Barra do Ribeiro;RS;
Barros Cassal;RS;
Bento Gonçalves;RS;
Boa Vista do Buricá;RS;
Bom Retiro do Sul;RS;
Bossoroca;RS;
Braga;RS;
Butiá;RS;
Caçapava do Sul;RS;
Cacequi;RS;
Cachoeira do Sul;RS;
Cacique Doble;RS;
Caibaté;RS;
Caiçara;RS;
Camaquã;RS;
Cambará do Sul;RS;
Campina das Missões;RS;
Campinas do Sul;RS;
Campo Bom;RS;
Campo Novo;RS;
Candelária;RS;
Cândido Godói;RS;
Canela;RS;
Canguçu;RS;
Canoas;RS;
Carazinho;RS;
Carlos Barbosa;RS;
Casca;RS;
Catuípe;RS;
Caxias do Sul;RS;
Cerro Largo;RS;
Chapada;RS;
Chiapetta;RS;
Ciríaco;RS;
Colorado;RS;
Condor;RS;
Constantina;RS;
Coronel Bicaco;RS;
Crissiumal;RS;
Cruz Alta;RS;
David Canabarro;RS;
Dois Irmãos;RS;
Dom Feliciano;RS;
Dom Pedrito;RS;
Dona Francisca;RS;
Encantado;RS;
Encruzilhada do Sul;RS;
Erechim;RS;
Herval;RS;
Erval Grande;RS;
Erval Seco;RS;
Esmeralda;RS;
Espumoso;RS;
Estância Velha;RS;
Esteio;RS;
Estrela;RS;
Farroupilha;RS;
Faxinal do Soturno;RS;
Feliz;RS;
Flores da Cunha;RS;
Fontoura Xavier;RS;
Formigueiro;RS;
Frederico Westphalen;RS;
Garibaldi;RS;
Gaurama;RS;
General Câmara;RS;
São Vicente do Sul;RS;
Getúlio Vargas;RS;
Flores de Goiás;GO;
Formosa;GO;
Formoso;GO;
Formoso do Araguaia;TO;
Goianápolis;GO;
Goiandira;GO;
Goianésia;GO;
Goiânia;GO;
Goianira;GO;
Goiás;GO;
Goiatuba;GO;
Guapó;GO;
Guarani de Goiás;GO;
Gurupi;TO;
Heitoraí;GO;
Hidrolina;GO;
Iaciara;GO;
Inhumas;GO;
Ipameri;GO;
Iporá;GO;
Israelândia;GO;
Itaberaí;GO;
Itacajá;TO;
Itaguaru;GO;
Itaguatins;TO;
Itapaci;GO;
Itapirapuã;GO;
Itaporã do Tocantins;TO;
Itapuranga;GO;
Itarumã;GO;
Itauçu;GO;
Itumbiara;GO;
Ivolândia;GO;
Jandaia;GO;
Jaraguá;GO;
Jataí;GO;
Jaupaci;GO;
Joviânia;GO;
Jussara;GO;
Aliança do Tocantins;TO;
Leopoldo de Bulhões;GO;
Luziânia;GO;
Mairipotaba;GO;
Mambaí;GO;
Mara Rosa;GO;
Marzagão;GO;
Paranaiguara;GO;
Maurilândia;GO;
Mineiros;GO;
Miracema do Tocantins;TO;
Miranorte;TO;
Moiporá;GO;
Monte Alegre de Goiás;GO;
Monte do Carmo;TO;
Montes Claros de Goiás;GO;
Mossâmedes;GO;
Mozarlândia;GO;
Mutunópolis;GO;
Natividade;TO;
Nazaré;TO;
Nazário;GO;
Nerópolis;GO;
Niquelândia;GO;
Nova América;GO;
Nova Aurora;GO;
Nova Roma;GO;
Nova Veneza;GO;
Novo Acordo;TO;
Novo Brasil;GO;
Orizona;GO;
Ouro Verde de Goiás;GO;
Ouvidor;GO;
Padre Bernardo;GO;
Palmeiras de Goiás;GO;
Palmelo;GO;
Palminópolis;GO;
Panamá;GO;
Paraíso do Tocantins;TO;
Paranã;TO;
Paraúna;GO;
Pedro Afonso;TO;
Peixe;TO;
Colméia;TO;
Petrolina de Goiás;GO;
Goiatins;TO;
Pilar de Goiás;GO;
Pindorama do Tocantins;TO;
Piracanjuba;GO;
Piranhas;GO;
Pirenópolis;GO;
Pires do Rio;GO;
Pium;TO;
Pontalina;GO;
Ponte Alta do Bom Jesus;TO;
Ponte Alta do Tocantins;TO;
Porangatu;GO;
Portelândia;GO;
Porto Nacional;TO;
Posse;GO;
Quirinópolis;GO;
Rialma;GO;
Rianápolis;GO;
Lizarda;TO;
;EX;
Campo Limpo de Goiás;GO;
Gameleira de Goiás;GO;
Ipiranga de Goiás;GO;
Lagoa Santa;GO;
Bom Jesus do Araguaia;MT;
Colniza;MT;
Conquista D'Oeste;MT;
Curvelândia;MT;
Nova Nazaré;MT;
Nova Santa Helena;MT;
Rondolândia;MT;
Barrocas;BA;
Luís Eduardo Magalhães;BA;
Governador Lindenberg;ES;
Nazária;PI;
Mojuí dos Campos;PA;
Balneário Rincão;SC;
Pescaria Brava;SC;
Paraíso das Águas;MS;
Giruá;RS;
Gramado;RS;
Gravataí;RS;
Guaíba;RS;
Guaporé;RS;
Guarani das Missões;RS;
Horizontina;RS;
Charqueadas;RS;
Ibiaçá;RS;
Ibiraiaras;RS;
Ibirubá;RS;
Igrejinha;RS;
Ijuí;RS;
Ilópolis;RS;
Iraí;RS;
Itaqui;RS;
Itatiba do Sul;RS;
Ivoti;RS;
Jacutinga;RS;
Jaguarão;RS;
Jaguari;RS;
Júlio de Castilhos;RS;
Lagoa Vermelha;RS;
Lavras do Sul;RS;
Liberato Salzano;RS;
Machadinho;RS;
Marau;RS;
Marcelino Ramos;RS;
Mariano Moro;RS;
Mata;RS;
Maximiliano de Almeida;RS;
Miraguaí;RS;
Montenegro;RS;
Mostardas;RS;
Muçum;RS;
Não-Me-Toque;RS;
Nonoai;RS;
Nova Araçá;RS;
Nova Bassano;RS;
Nova Bréscia;RS;
Nova Palma;RS;
Nova Petrópolis;RS;
Nova Prata;RS;
Novo Hamburgo;RS;
Osório;RS;
Paim Filho;RS;
Palmeira das Missões;RS;
Palmitinho;RS;
Panambi;RS;
Paraí;RS;
Passo Fundo;RS;
Pedro Osório;RS;
Pejuçara;RS;
Pelotas;RS;
Pinheiro Machado;RS;
Piratini;RS;
Planalto;RS;
Portão;RS;
Porto Alegre;RS;
Porto Lucena;RS;
Porto Xavier;RS;
Putinga;RS;
Quaraí;RS;
Redentora;RS;
Restinga Sêca;RS;
Rio Grande;RS;
Rio Pardo;RS;
Roca Sales;RS;
Rodeio Bonito;RS;
Rolante;RS;
Ronda Alta;RS;
Rondinha;RS;
Roque Gonzales;RS;
Rosário do Sul;RS;
Salvador do Sul;RS;
Sananduva;RS;
Santa Bárbara do Sul;RS;
Santa Cruz do Sul;RS;
Santana da Boa Vista;RS;
Sant'Ana do Livramento;RS;
Santa Rosa;RS;
Santa Vitória do Palmar;RS;
Santiago;RS;
Santo Ângelo;RS;
Santo Antônio da Patrulha;RS;
Santo Antônio das Missões;RS;
Santo Augusto;RS;
Santo Cristo;RS;
São Borja;RS;
São Francisco de Assis;RS;
São Francisco de Paula;RS;
São Gabriel;RS;
São Jerônimo;RS;
São José do Norte;RS;
São José do Ouro;RS;
São Leopoldo;RS;
São Lourenço do Sul;RS;
São Luiz Gonzaga;RS;
São Marcos;RS;
São Martinho;RS;
São Nicolau;RS;
São Paulo das Missões;RS;
São Pedro do Sul;RS;
São Sebastião do Caí;RS;
São Sepé;RS;
São Valentim;RS;
Sapiranga;RS;
Sapucaia do Sul;RS;
Sarandi;RS;
Seberi;RS;
Selbach;RS;
Serafina Corrêa;RS;
Sertão;RS;
Severiano de Almeida;RS;
Capão da Canoa;RS;
Sobradinho;RS;
Soledade;RS;
Tapejara;RS;
Tapera;RS;
Tapes;RS;
Taquara;RS;
Taquari;RS;
Tenente Portela;RS;
Torres;RS;
Tramandaí;RS;
Três Coroas;RS;
Três de Maio;RS;
Três Passos;RS;
Triunfo;RS;
Tucunduva;RS;
Tupanciretã;RS;
Tuparendi;RS;
Uruguaiana;RS;
Vacaria;RS;
Venâncio Aires;RS;
Vera Cruz;RS;
Veranópolis;RS;
Viadutos;RS;
Viamão;RS;
Vicente Dutra;RS;
Palmares do Sul;RS;
Victor Graeff;RS;
Tavares;RS;
Capão do Leão;RS;
Salto do Jacuí;RS;
Cotiporã;RS;
Colíder;MT;
Nova Brasilândia;MT;
Paranatinga;MT;
Sinop;MT;
Alta Floresta;MT;
Araputanga;MT;
Jauru;MT;
São José dos Quatro Marcos;MT;
Salto do Céu;MT;
Pontes e Lacerda;MT;
Acorizal;MT;
Água Clara;MS;
Alto Araguaia;MT;
Alto Garças;MT;
Alto Paraguai;MT;
Amambai;MS;
Anastácio;MS;
Anaurilândia;MS;
Antônio João;MS;
Aparecida do Taboado;MS;
Aquidauana;MS;
Araguainha;MT;
Arenápolis;MT;
Aripuanã;MT;
Bandeirantes;MS;
Barão de Melgaço;MT;
Barra do Bugres;MT;
Barra do Garças;MT;
Bataguassu;MS;
Batayporã;MS;
Bela Vista;MS;
Brasilândia;MS;
Cáceres;MT;
Camapuã;MS;
Caarapó;MS;
Cassilândia;MS;
Chapada dos Guimarães;MT;
Corguinho;MS;
Corumbá;MS;
Coxim;MS;
Cuiabá;MT;
Diamantino;MT;
Dom Aquino;MT;
Dourados;MS;
Fátima do Sul;MS;
General Carneiro;MT;
Glória de Dourados;MS;
Guia Lopes da Laguna;MS;
Guiratinga;MT;
Iguatemi;MS;
Inocência;MS;
Itaporã;MS;
Itiquira;MT;
Ivinhema;MS;
Jaciara;MT;
Jaraguari;MS;
Jateí;MS;
Ladário;MS;
Luciara;MT;
Maracaju;MS;
Vila Bela da Santíssima Trindade;MT;
Miranda;MS;
Naviraí;MS;
Nioaque;MS;
Nobres;MT;
Nortelândia;MT;
Nossa Senhora do Livramento;MT;
Nova Andradina;MS;
Paranaíba;MS;
Pedro Gomes;MS;
Poconé;MT;
Ponta Porã;MS;
Ponte Branca;MT;
Porto dos Gaúchos;MT;
Porto Murtinho;MS;
Poxoréu;MT;
Ribas do Rio Pardo;MS;
Rio Brilhante;MS;
Rio Negro;MS;
Rio Verde de Mato Grosso;MS;
Rochedo;MS;
Rondonópolis;MT;
Rosário Oeste;MT;
Santo Antônio do Leverger;MT;
Sidrolândia;MS;
Terenos;MS;
Tesouro;MT;
Torixoréu;MT;
Três Lagoas;MS;
Angélica;MS;
Aral Moreira;MS;
Eldorado;MS;
Deodápolis;MS;
Mirassol d'Oeste;MT;
Mundo Novo;MS;
São Félix do Araguaia;MT;
Tangará da Serra;MT;
Vicentina;MS;
Juscimeira;MT;
Água Boa;MT;
Canarana;MT;
Nova Xavantina;MT;
Santa Terezinha;MT;
São José do Rio Claro;MT;
Abadiânia;GO;
Água Limpa;GO;
Alexânia;GO;
Almas;TO;
Aloândia;GO;
Alto Paraíso de Goiás;GO;
Alvorada;TO;
Alvorada do Norte;GO;
Amorinópolis;GO;
Ananás;TO;
Anápolis;GO;
Anhanguera;GO;
Anicuns;GO;
Aparecida de Goiânia;GO;
Aporé;GO;
Araçu;GO;
Aragarças;GO;
Aragoiânia;GO;
Araguacema;TO;
Araguaçu;TO;
Araguaína;TO;
Araguatins;TO;
Arapoema;TO;
Arraias;TO;
Aruanã;GO;
Aurilândia;GO;
Aurora do Tocantins;TO;
Avelinópolis;GO;
Axixá do Tocantins;TO;
Babaçulândia;TO;
Baliza;GO;
Barro Alto;GO;
Bela Vista de Goiás;GO;
Bom Jardim de Goiás;GO;
Bom Jesus de Goiás;GO;
Brazabrantes;GO;
Brejinho de Nazaré;TO;
Britânia;GO;
Buriti Alegre;GO;
Cabeceiras;GO;
Cachoeira Alta;GO;
Cachoeira de Goiás;GO;
Caçu;GO;
Caiapônia;GO;
Caldas Novas;GO;
Campestre de Goiás;GO;
Campinorte;GO;
Campo Alegre de Goiás;GO;
Campos Belos;GO;
Carmo do Rio Verde;GO;
Catalão;GO;
Caturaí;GO;
Cavalcante;GO;
Ceres;GO;
Divinópolis de Goiás;GO;
Colinas do Tocantins;TO;
Conceição do Tocantins;TO;
Córrego do Ouro;GO;
Corumbá de Goiás;GO;
Corumbaíba;GO;
Couto Magalhães;TO;
Cristalândia;TO;
Cristalina;GO;
Cristianópolis;GO;
Crixás;GO;
Cromínia;GO;
Cumari;GO;
Damianópolis;GO;
Damolândia;GO;
Dianópolis;TO;
Diorama;GO;
Dois Irmãos do Tocantins;TO;
Dueré;TO;
Edéia;GO;
Estrela do Norte;GO;
Fazenda Nova;GO;
Filadélfia;TO;
Firminópolis;GO;
Rio Verde;GO;
Rubiataba;GO;
Sanclerlândia;GO;
Santa Bárbara de Goiás;GO;
Santa Cruz de Goiás;GO;
Santa Helena de Goiás;GO;
Santa Rita do Araguaia;GO;
Santa Rosa de Goiás;GO;
Santa Tereza de Goiás;GO;
Santa Terezinha de Goiás;GO;
São Francisco de Goiás;GO;
Planaltina;GO;
São João d'Aliança;GO;
São Luís de Montes Belos;GO;
São Miguel do Araguaia;GO;
São Sebastião do Tocantins;TO;
São Simão;GO;
Serranópolis;GO;
Silvânia;GO;
Sítio d'Abadia;GO;
Sítio Novo do Tocantins;TO;
Taguatinga;TO;
Taquaral de Goiás;GO;
Tocantínia;TO;
Tocantinópolis;TO;
Três Ranchos;GO;
Trindade;GO;
Guaraí;TO;
Presidente Kennedy;TO;
Turvânia;GO;
Uruaçu;GO;
Uruana;GO;
Urutaí;GO;
Varjão;GO;
Vianópolis;GO;
Xambioá;TO;
Acreúna;GO;
Minaçu;GO;
Palmeirópolis;TO;
Mundo Novo;GO;
Nova Crixás;GO;
Nova Glória;GO;
Vicentinópolis;GO;
Silvanópolis;TO;
Americano do Brasil;GO;
Wanderlândia;TO;
Figueirópolis;TO;
Araguapaz;GO;
Arenópolis;GO;
Cachoeira Dourada;GO;
Doverlândia;GO;
Santo Antônio do Descoberto;GO;
Rio Sono;TO;
Indiara;GO;
Fátima;TO;
Augustinópolis;TO;
Campinaçu;GO;
Santa Isabel;GO;
São Valério;TO;
Barrolândia;TO;
Bernardo Sayão;TO;
Combinado;TO;
Goianorte;TO;
Brasília;DF;
Novo Alegre;TO;
Pequizeiro;TO;
Marianópolis do Tocantins;TO;
Aparecida do Rio Negro;TO;
Buriti do Tocantins;TO;
Caseara;TO;
Divinópolis do Tocantins;TO;
Nova Rosalândia;TO;
Porto Alegre do Tocantins;TO;
Praia Norte;TO;
Sampaio;TO;
Santa Rosa do Tocantins;TO;
Santa Tereza do Tocantins;TO;
Palmas;TO;
Novo Planalto;GO;
Palestina de Goiás;GO;
Paranhos;MS;
Ribeirão Cascalheira;MT;
Santa Fé de Goiás;GO;
Santa Rita do Pardo;MS;
São João da Paraúna;GO;
São Luiz do Norte;GO;
São Miguel do Passa Quatro;GO;
Senador Canedo;GO;
Simolândia;GO;
Sonora;MS;
Teresina de Goiás;GO;
Trombas;GO;
Tapurah;MT;
Turvelândia;GO;
Alagoinha do Piauí;PI;
Adelândia;GO;
Água Fria de Goiás;GO;
Apiacás;MT;
Bonfinópolis;GO;
Campo Novo do Parecis;MT;
Campo Verde;MT;
Campos Verdes;GO;
Castanheira;MT;
Cezarina;GO;
Chapadão do Sul;MS;
Cláudia;MT;
Colinas do Sul;GO;
Dois Irmãos do Buriti;MS;
Edealina;GO;
Faina;GO;
Gouvelândia;GO;
Bodoquena;MS;
Costa Rica;MS;
Douradina;MS;
Itaquiraí;MS;
São Gabriel do Oeste;MS;
Selvíria;MS;
Sete Quedas;MS;
Tacuru;MS;
Taquarussu;MS;
Juara;MT;
Teutônia;RS;
Bom Princípio;RS;
Parobé;RS;
Fortaleza dos Valos;RS;
Jóia;RS;
Juína;MT;
Denise;MT;
Iranduba;AM;
Itamarati;AM;
Manaquiri;AM;
Presidente Figueiredo;AM;
Rio Preto da Eva;AM;
São Sebastião do Uatumã;AM;
Tabatinga;AM;
Uarini;AM;
Tonantins;AM;
Quixelô;CE;
Umirim;CE;
Varjota;CE;
Jaborandi;BA;
Jangada;MT;
Campinápolis;MT;
Cocalinho;MT;
Novo São Joaquim;MT;
Araguaiana;MT;
Primavera do Leste;MT;
Brasnorte;MT;
Porto Esperidião;MT;
Indiavaí;MT;
Reserva do Cabaçal;MT;
Figueirópolis D'Oeste;MT;
Comodoro;MT;
Paranaíta;MT;
Guarantã do Norte;MT;
Nova Canaã do Norte;MT;
Peixoto de Azevedo;MT;
Nova Olímpia;MT;
Porto Alegre do Norte;MT;
Vila Rica;MT;
Marcelândia;MT;
Itaúba;MT;
Novo Horizonte do Norte;MT;
Vera;MT;
Sorriso;MT;
Terra Nova do Norte;MT;
Alto Taquari;MT;
Nova Tebas;PR;
Diamante D'Oeste;PR;
Quiterianópolis;CE;
Itaguari;GO;
Juruena;MT;
Juti;MS;
Lucas do Rio Verde;MT;
Matrinchã;GO;
Matupá;MT;
Mimoso de Goiás;GO;
Montividiu;GO;
Morro Agudo de Goiás;GO;
Nova Mutum;MT;
Abdon Batista;SC;
Apiúna;SC;
Celso Ramos;SC;
Doutor Pedrinho;SC;
Godoy Moreira;PR;
Ibema;PR;
Iporã do Oeste;SC;
Iraceminha;SC;
Ivaté;PR;
José Boiteux;SC;
Lindoeste;PR;
Lindóia do Sul;SC;
Marema;SC;
Ouro Verde do Oeste;PR;
Santa Rosa do Sul;SC;
Santa Tereza do Oeste;PR;
Timbó Grande;SC;
União do Oeste;SC;
Urupema;SC;
Vitor Meireles;SC;
Bom Sucesso do Sul;PR;
Honório Serpa;PR;
Fazenda Rio Grande;PR;
Itapoá;SC;
Serra Alta;SC;
Tunápolis;SC;
Guarinos;GO;
Rio Quente;GO;
;MS;
Buritis;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Ji-Paraná;RO;https://www.diariooficialjp.com.br/
Ji-Paraná;RO;https://domjp.com.br/anop.php?ano=2025
Chupinguaia;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Ariquemes;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Cujubim;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Cacoal;RO;https://dioc.cacoal.ro.gov.br/
Nova União;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Pimenta Bueno;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Parecis;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Vilhena;RO;https://vilhena.xyz/diario-oficial/
Pimenteiras do Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Jaru;RO;https://doe.jaru.ro.gov.br/
Primavera de Rondônia;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Ouro Preto do Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
São Felipe D'Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
São Francisco do Guaporé;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Costa Marques;RO;https://ro.portaldatransparencia.com.br/prefeitura/costamarques/?pagina=dop
Teixeirópolis;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Colorado do Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Vale do Anari;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Espigão D'Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Amajari;RR;https://imprensaoficial.rr.gov.br/
Cerejeiras;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Cantá;RR;https://www.diariomunicipal.com.br/amr/pesquisar
Rolim de Moura;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Caroebe;RR;https://www.diariomunicipal.com.br/amr/pesquisar
Caldazinha;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Alta Floresta D'Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Pacaraima;RR;https://www.diariomunicipal.com.br/amr/pesquisar
Alvorada D'Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Rorainópolis;RR;https://www.diariomunicipal.com.br/amr/pesquisar
Cabixi;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Uiramutã;RR;https://www.diariomunicipal.com.br/amr/pesquisar
Machadinho D'Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Anapu;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Nova Brasilândia D'Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Bannach;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Santa Luzia D'Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Belterra;PA;https://www.diariomunicipal.com.br/famep/pesquisar
São Miguel do Guaporé;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Cachoeira do Piriá;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Nova Mamoré;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Canaã dos Carajás;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Jesúpolis;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Curuá;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Professor Jamil;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Floresta do Araguaia;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Santo Antônio de Goiás;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Marituba;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Cocalzinho de Goiás;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Nova Ipixuna;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Terezópolis de Goiás;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Piçarra;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Uirapuru;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Placas;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Buritinópolis;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Quatipuru;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Buriti de Goiás;GO;https://www.diariomunicipal.com.br/agm/pesquisar
São João da Ponta;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Guaraíta;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Sapucaia;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Vila Boa;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Tracuateua;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Inaciolândia;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Vitória do Jari;AP;https://www.cmvitoriadojari.ap.gov.br/diario-oficial/
Aparecida do Rio Doce;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Aguiarnópolis;TO;https://www.aguiarnopolis.to.gov.br/diariooficial/
Chapadão do Céu;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Bandeirantes do Tocantins;TO;https://www.bandeirantes.to.gov.br/diariooficial/
Perolândia;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Barra do Ouro;TO;https://www.barradoouro.to.gov.br/diariooficial/
Cidade Ocidental;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Chapada de Areia;TO;https://chapadadeareia.to.gov.br/diario-eletronico/
Montividiu do Norte;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Chapada da Natividade;TO;https://diariooficial.chapadadanatividade.to.gov.br/
Castelândia;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Crixás do Tocantins;TO;https://crixas.to.gov.br/diario-eletronico/
Santo Antônio da Barra;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Alto Horizonte;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Lavandeira;TO;https://lavandeira.to.gov.br/diariooficialeletronico/
Nova Iguaçu de Goiás;GO;https://www.diariomunicipal.com.br/agm/pesquisar
Luzinópolis;TO;https://www.luzinopolis.to.gov.br/diariooficial/
Cotriguaçu;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Monte Santo do Tocantins;TO;https://montesanto.to.gov.br/diario-oficial/
Planalto da Serra;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Oliveira de Fátima;TO;https://oliveiradefatima.to.gov.br/diario-oficial/
São Pedro da Cipa;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Pugmil;TO;https://www.pugmil.to.gov.br/diariooficial
Pontal do Araguaia;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Santa Rita do Tocantins;TO;https://www.diariomunicipal.com.br/atm/pesquisar
Querência;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Santa Terezinha do Tocantins;TO;https://www.santaterezinha.to.gov.br/diariooficial
Ribeirãozinho;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Talismã;TO;https://www.talisma.to.gov.br/diariooficial
Porto Estrela;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Tupirama;TO;https://www.tupirama.to.gov.br/diario-oficial
Nova Marilândia;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Água Doce do Maranhão;MA;https://aguadocedomaranhao.ma.gov.br/diario-oficial/
Brasiléia;AC;https://agencia.ac.gov.br/diario-oficial/
Alto Alegre do Maranhão;MA;https://transparencia.altoalegredomaranhao.ma.gov.br/diario-oficial/
Cruzeiro do Sul;AC;https://agencia.ac.gov.br/diario-oficial/
Alto Alegre do Pindaré;MA;https://www.altoalegredopindare.ma.gov.br/diario-oficial/
Mâncio Lima;AC;https://agencia.ac.gov.br/diario-oficial/
Amapá do Maranhão;MA;https://transparencia.amapa.ma.gov.br/diario-oficial/
Nova Maringá;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Apicum-Açu;MA;https://transparencia.apicumacu.ma.gov.br/diario-oficial/
Feijó;AC;https://agencia.ac.gov.br/diario-oficial/
Santo Afonso;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Bacabeira;MA;https://transparencia.bacabeira.ma.gov.br/diario-oficial/
Nova Bandeirantes;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Bacurituba;MA;https://transparencia.bacurituba.ma.gov.br/diario-oficial/
Nova Monte Verde;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Belágua;MA;https://diario.belagua.ma.gov.br/
Nova Guarita;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Bela Vista do Maranhão;MA;https://transparencia.belavista.ma.gov.br/diario-oficial/
Santa Carmem;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Bernardo do Mearim;MA;https://transparencia.bernardodomearim.ma.gov.br/index.php?class=diario_home&method=onShow
Tabaporã;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Boa Vista do Gurupi;MA;https://transparencia.boavistadogurupi.ma.gov.br/diario-oficial/
Alto Boa Vista;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Bom Jesus das Selvas;MA;https://bomjesusdasselvas.ma.gov.br/diario-oficial/
Canabrava do Norte;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Bom Lugar;MA;https://www.bomlugar.ma.gov.br/diario-oficial/
Confresa;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Brejo de Areia;MA;https://brejodeareia.ma.gov.br/diariooficial/
São José do Xingu;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Buriticupu;MA;https://www.buriticupu.ma.gov.br/diariooficial.php
Glória D'Oeste;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Buritirana;MA;https://www.buritirana.ma.gov.br/diario-oficial
Lambari D'Oeste;MT;https://www.diariomunicipal.com.br/amm-mt/pesquisar
Cachoeira Grande;MA;https://transparencia.cachoeiragrande.ma.gov.br/diario-oficial/
Rio Branco;AC;https://agencia.ac.gov.br/diario-oficial/
Campestre do Maranhão;MA;https://www.campestredomaranhao.ma.gov.br/diario-oficial
Alcinópolis;MS;https://www.alcinopolis.ms.gov.br/site/diario-oficial-eletronico/
Capinzal do Norte;MA;https://www.cmcapinzaldonorte.ma.gov.br/diario-oficial
Nova Alvorada do Sul;MS;https://ms.portaldatransparencia.com.br/prefeitura/novaalvoradadosul/?pagina=dop
Central do Maranhão;MA;https://transparencia.centraldomaranhao.ma.gov.br/diario-oficial/
Sena Madureira;AC;https://agencia.ac.gov.br/diario-oficial/
